90/[4,5]|num|hd/mod|met/[5,6]|prep|1
plaat/[2,3]|noun|hd/det|de/[0,1]|det|1
plaat/[2,3]|noun|hd/mod|heel/[1,2]|adj|1
saxofoon_deun_DIM/[12,13]|noun|hd/mod|irritant/[11,12]|adj|1
stem/[15,16]|noun|hd/mod|kreun/[14,15]|adj|1
top/top|top|top/hd|ben/[3,4]|verb|1
van/[6,7]|prep|hd/obj1|beat/[8,9]|noun|1
album/[16,17]|noun|hd/det|het/[14,15]|det|1
album/[16,17]|noun|hd/mod|heel/[15,16]|adj|1
eendag_vlieg/[5,6]|noun|hd/det|een/[3,4]|det|1
eendag_vlieg/[5,6]|noun|hd/mod|platgeproduceerd/[4,5]|adj|1
hit_singel/[1,2]|noun|-- / --|./[19,20]|punct|1
hit_singel/[1,2]|noun|dp/dp|moet/[6,7]|verb|1
hit_singel/[1,2]|noun|hd/app|Baby,/[2,3]|name|1
hit_singel/[1,2]|noun|hd/det|zijn/[0,1]|det|1
moet/[6,7]|verb|hd/su|eendag_vlieg/[5,6]|noun|1
moet/[6,7]|verb|hd/vc|word/[17,18]|verb|1
nummer/[12,13]|noun|hd/det|de/[10,11]|det|1
nummer/[12,13]|noun|hd/mod|goed/[11,12]|adj|1
nummer/[12,13]|noun|hd/mod|van/[13,14]|prep|1
reken/[18,19]|verb|hd/ld|tot/[9,10]|prep|1
reken/[18,19]|verb|hd/mod|dan/[7,8]|adv|1
reken/[18,19]|verb|hd/mod|nog/[8,9]|adv|1
reken/[18,19]|verb|hd/obj1|eendag_vlieg/[5,6]|noun|1
top/top|top|top/hd|hit_singel/[1,2]|noun|1
tot/[9,10]|prep|hd/obj1|nummer/[12,13]|noun|1
van/[13,14]|prep|hd/obj1|album/[16,17]|noun|1
word/[17,18]|verb|hd/su|eendag_vlieg/[5,6]|noun|1
word/[17,18]|verb|hd/vc|reken/[18,19]|verb|1
fan/[4,5]|noun|hd/mod|van/[6,7]|prep|1
top/top|top|top/hd|zal/[1,2]|verb|1
van/[6,7]|prep|hd/obj1|propname/[7,8]|noun|1
word/[5,6]|verb|hd/mod|nooit/[3,4]|adv|1
word/[5,6]|verb|hd/mod|wel/[2,3]|adj|1
word/[5,6]|verb|hd/predc|fan/[4,5]|noun|1
word/[5,6]|verb|hd/su|ik/[0,1]|pron|1
zal/[1,2]|verb|-- / --|./[8,9]|punct|1
zal/[1,2]|verb|hd/su|ik/[0,1]|pron|1
zal/[1,2]|verb|hd/vc|word/[5,6]|verb|1
ben/[9,10]|verb|hd/mod|er/[6,7]|adv|1
ben/[9,10]|verb|hd/mod|ooit/[7,8]|adv|1
ben/[9,10]|verb|hd/predc|zoals/[10,11]|comp|1
ben/[9,10]|verb|hd/su|rap/[8,9]|noun|1
dat/[5,6]|comp|cmp/body|ben/[9,10]|verb|1
geweldig/[20,21]|adj|hd/mod|verdomd/[19,20]|adj|1
in/[12,13]|prep|hd/obj1|er/[11,12]|adv|1
jaar/[14,15]|noun|hd/app|90/[15,16]|num|1
jaar/[14,15]|noun|hd/det|de/[13,14]|det|1
niet/[1,2]|adv|hd/mod|zeker/[0,1]|adj|1
produceer/[16,17]|verb|-- / --|./[22,23]|punct|1
produceer/[16,17]|verb|dp/dp|word/[17,18]|verb|1
produceer/[16,17]|verb|hd/mod|niet/[1,2]|adv|1
produceer/[16,17]|verb|hd/mod|zolang/[2,3]|comp|1
produceer/[16,17]|verb|hd/obj1|jaar/[14,15]|noun|1
top/top|top|top/hd|produceer/[16,17]|verb|1
weet/[4,5]|verb|hd/su|ik/[3,4]|pron|1
weet/[4,5]|verb|hd/vc|dat/[5,6]|comp|1
word/[17,18]|verb|hd/mod|namelijk/[18,19]|adv|1
word/[17,18]|verb|hd/predc|muziek/[21,22]|noun|1
word/[17,18]|verb|hd/su|geweldig/[20,21]|adj|1
zoals/[10,11]|comp|cmp/body|in/[12,13]|prep|1
zolang/[2,3]|comp|cmp/body|weet/[4,5]|verb|1
