PROPNAME,/[5,6]|name|hd/det|de/[4,5]|det|1
vorm/[16,17]|verb|hd/obj1|beleg/[15,16]|noun|1
vorm/[16,17]|verb|hd/su|die/[13,14]|pron|1
kaas/[3,4]|noun|hd/mod|alleen/[2,3]|adv|1
kaas/[5,6]|noun|hd/det|veel/[4,5]|adj|1
proef/[1,2]|verb|-- / --|./[6,7]|punct|1
proef/[1,2]|verb|dp/dp|kaas/[5,6]|noun|1
proef/[1,2]|verb|hd/obj1|kaas/[3,4]|noun|1
proef/[1,2]|verb|hd/su|ik/[0,1]|pron|1
top/top|top|top/hd|proef/[1,2]|verb|1
ben/[3,4]|verb|hd/mod|dan/[4,5]|adv|1
ben/[3,4]|verb|hd/mod|eens/[6,7]|adv|1
ben/[3,4]|verb|hd/mod|nog/[5,6]|adv|1
ben/[3,4]|verb|hd/predc|smakeloos/[11,12]|adj|1
ben/[3,4]|verb|hd/su|kaas/[2,3]|noun|1
en/[0,1]|comp|-- / --|./[12,13]|punct|1
en/[0,1]|comp|dlink/nucl|ben/[3,4]|verb|1
en/[9,10]|vg|crd/cnj|rubberachtig/[8,9]|adj|1
en/[9,10]|vg|crd/cnj|vrij/[10,11]|adj|1
kaas/[2,3]|noun|hd/det|die/[1,2]|det|1
smakeloos/[11,12]|adj|hd/mod|en/[9,10]|vg|1
smakeloos/[11,12]|adj|hd/mod|taai/[7,8]|adj|1
top/top|top|top/hd|en/[0,1]|comp|1
